player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Tim Hardaway Jr.,2021-22,-0.2,-0.4,0.2,1245,42,29,bpm_basketball_reference
Timothé Luwawu-Cabarrot,2021-22,-3.3,-2.3,-1,685,52,26,bpm_basketball_reference
Tobias Harris,2021-22,0,0.6,-0.6,2543,73,29,bpm_basketball_reference
Tomáš Satoranský,2021-22,-3.7,-3.3,-0.3,906,55,30,bpm_basketball_reference
Tony Bradley,2021-22,-1.8,-2,0.2,549,55,24,bpm_basketball_reference
Tony Snell,2021-22,-4.2,-3.4,-0.8,823,53,30,bpm_basketball_reference
Torrey Craig,2021-22,-1.8,-1.7,-0.1,1596,78,31,bpm_basketball_reference
Trae Young,2021-22,5.2,7.1,-2,2652,76,23,bpm_basketball_reference
Trayvon Palmer,2021-22,-15,-13.1,-1.8,17,1,27,bpm_basketball_reference
Tre Jones,2021-22,-0.5,-0.9,0.4,1148,69,22,bpm_basketball_reference
Tre Mann,2021-22,-4.4,-3.3,-1.1,1367,60,20,bpm_basketball_reference
Tre Scott,2021-22,-3,-4.8,1.8,11,2,25,bpm_basketball_reference
Tremont Waters,2021-22,-7.7,-7.8,0.1,50,3,24,bpm_basketball_reference
Trendon Watford,2021-22,-1.7,-1.4,-0.4,869,48,21,bpm_basketball_reference
Trent Forrest,2021-22,-1,-2.3,1.2,765,60,23,bpm_basketball_reference
Trevelin Queen,2021-22,1.9,2.7,-0.8,74,10,24,bpm_basketball_reference
Trevor Ariza,2021-22,-3.4,-3.3,-0.2,462,24,36,bpm_basketball_reference
Trey Burke,2021-22,-5,-3.6,-1.4,441,42,29,bpm_basketball_reference
Trey Lyles,2021-22,-0.3,0.5,-0.8,1537,75,26,bpm_basketball_reference
Trey Murphy III,2021-22,-1.2,0.2,-1.4,864,62,21,bpm_basketball_reference
Tristan Thompson,2021-22,-3.1,-1.6,-1.5,897,57,30,bpm_basketball_reference
Troy Brown Jr.,2021-22,-1.8,-1.7,-0.2,1055,66,22,bpm_basketball_reference
Ty Jerome,2021-22,-2.3,-2.2,-0.2,801,48,24,bpm_basketball_reference
Tyler Cook,2021-22,-4.1,-3,-1.1,200,20,24,bpm_basketball_reference
Tyler Hall,2021-22,-8.5,-8.1,-0.5,2,1,24,bpm_basketball_reference
Tyler Herro,2021-22,0.7,1.6,-0.9,2151,66,22,bpm_basketball_reference
Tyler Johnson,2021-22,-3,-3.9,0.8,91,6,29,bpm_basketball_reference
Tyrell Terry,2021-22,-1,-3.4,2.5,3,2,21,bpm_basketball_reference
Tyrese Haliburton,2021-22,2.6,2.7,-0.1,2695,77,21,bpm_basketball_reference
Tyrese Maxey,2021-22,0.6,1.3,-0.7,2650,75,21,bpm_basketball_reference
Tyrone Wallace,2021-22,-8.2,-7.7,-0.6,75,6,27,bpm_basketball_reference
Tyus Jones,2021-22,1.7,1.2,0.5,1549,73,25,bpm_basketball_reference
Udoka Azubuike,2021-22,-1.4,-1.8,0.4,195,17,22,bpm_basketball_reference
Udonis Haslem,2021-22,-7.1,-6.4,-0.7,83,13,41,bpm_basketball_reference
Usman Garuba,2021-22,-0.9,-1.8,0.9,240,24,19,bpm_basketball_reference
Vernon Carey Jr.,2021-22,-7.5,-3,-4.5,44,7,20,bpm_basketball_reference
Victor Oladipo,2021-22,1.3,1.8,-0.5,173,8,29,bpm_basketball_reference
Vlatko Čančar,2021-22,-1.7,-0.9,-0.9,176,15,24,bpm_basketball_reference
Vít Krejčí,2021-22,-5.3,-4.3,-1,690,30,21,bpm_basketball_reference
Wayne Ellington,2021-22,-1.4,-0.7,-0.6,810,43,34,bpm_basketball_reference
Wayne Selden,2021-22,-5.9,-4.3,-1.6,19,3,27,bpm_basketball_reference
Wendell Carter Jr.,2021-22,1.6,1,0.6,1852,62,22,bpm_basketball_reference
Wenyen Gabriel,2021-22,-5.9,-3.7,-2.1,358,26,24,bpm_basketball_reference
Wes Iwundu,2021-22,-6.8,-4.1,-2.7,82,3,27,bpm_basketball_reference
Wesley Matthews,2021-22,-3.3,-3,-0.3,1002,49,35,bpm_basketball_reference
Will Barton,2021-22,-0.5,0.4,-0.9,2277,71,31,bpm_basketball_reference
Willie Cauley-Stein,2021-22,-3,-4.1,1.1,183,20,28,bpm_basketball_reference
Willy Hernangómez,2021-22,0.2,1.8,-1.5,839,50,27,bpm_basketball_reference
Xavier Moon,2021-22,-0.1,-1.1,1,137,10,27,bpm_basketball_reference
Xavier Sneed,2021-22,-10.6,-6.9,-3.7,39,9,24,bpm_basketball_reference
Xavier Tillman Sr.,2021-22,0.7,-1.1,1.8,701,53,23,bpm_basketball_reference
Yuta Watanabe,2021-22,-2,-1.9,0,445,38,27,bpm_basketball_reference
Yves Pons,2021-22,-6.6,-4.9,-1.7,71,12,22,bpm_basketball_reference
Zach Collins,2021-22,-0.2,-1.2,1,502,28,24,bpm_basketball_reference
Zach LaVine,2021-22,2.4,3.9,-1.5,2328,67,26,bpm_basketball_reference
Zavier Simpson,2021-22,-7.9,-6,-1.9,174,4,24,bpm_basketball_reference
Zeke Nnaji,2021-22,-2.2,-0.7,-1.6,698,41,21,bpm_basketball_reference
Ziaire Williams,2021-22,-3,-2.4,-0.6,1346,62,20,bpm_basketball_reference
Zylan Cheatham,2021-22,-30.6,-19.3,-11.3,5,1,26,bpm_basketball_reference
A.J. Green,2022-23,-0.9,-0.3,-0.6,345,35,23,bpm_basketball_reference
A.J. Lawson,2022-23,-4.4,-1.5,-2.9,108,15,22,bpm_basketball_reference
AJ Griffin,2022-23,-0.8,-0.3,-0.5,1401,72,19,bpm_basketball_reference
Aaron Gordon,2022-23,2.1,2.4,-0.3,2055,68,27,bpm_basketball_reference
Aaron Holiday,2022-23,-2,-2.9,0.9,845,63,26,bpm_basketball_reference
Aaron Nesmith,2022-23,-3,-2.3,-0.7,1816,73,23,bpm_basketball_reference
Aaron Wiggins,2022-23,-2.1,-1.5,-0.5,1297,70,24,bpm_basketball_reference
Admiral Schofield,2022-23,-2.9,-2.2,-0.7,451,37,25,bpm_basketball_reference
Al Horford,2022-23,3.3,1.6,1.7,1922,63,36,bpm_basketball_reference
Alec Burks,2022-23,1.2,1.8,-0.5,1122,51,31,bpm_basketball_reference
Aleksej Pokusevski,2022-23,0,-1,1,701,34,21,bpm_basketball_reference
Alex Caruso,2022-23,1.1,-2.2,3.3,1575,67,28,bpm_basketball_reference
Alex Len,2022-23,-4,-4.9,0.9,161,26,29,bpm_basketball_reference
Alize Johnson,2022-23,-9.1,-7.4,-1.7,30,4,26,bpm_basketball_reference
Alondes Williams,2022-23,-26.5,-21.3,-5.2,5,1,23,bpm_basketball_reference
Alperen Şengün,2022-23,1.4,1.1,0.4,2171,75,20,bpm_basketball_reference
Amir Coffey,2022-23,-5,-4.3,-0.7,625,50,25,bpm_basketball_reference
Andre Drummond,2022-23,-0.8,-1.2,0.5,849,67,29,bpm_basketball_reference
Andre Iguodala,2022-23,-2.5,-4.3,1.7,113,8,39,bpm_basketball_reference
Andrew Nembhard,2022-23,-3.2,-2.4,-0.8,2073,75,23,bpm_basketball_reference
Andrew Wiggins,2022-23,-0.5,-0.1,-0.4,1190,37,27,bpm_basketball_reference
Anfernee Simons,2022-23,-1.1,1.3,-2.5,2171,62,23,bpm_basketball_reference
Anthony Davis,2022-23,6.3,4.6,1.7,1904,56,29,bpm_basketball_reference
Anthony Edwards,2022-23,1,1,0,2842,79,21,bpm_basketball_reference
Anthony Gill,2022-23,-3.3,-2.4,-0.9,624,59,30,bpm_basketball_reference
Anthony Lamb,2022-23,-1.1,-1.6,0.4,1195,62,25,bpm_basketball_reference
Austin Reaves,2022-23,0.7,0.6,0.1,1843,64,24,bpm_basketball_reference
Austin Rivers,2022-23,-2.8,-3.3,0.5,1016,52,30,bpm_basketball_reference
Ayo Dosunmu,2022-23,-2.5,-3,0.6,2098,80,23,bpm_basketball_reference
Bam Adebayo,2022-23,1.5,0.8,0.8,2598,75,25,bpm_basketball_reference
Ben Simmons,2022-23,0.4,-2.2,2.6,1105,42,26,bpm_basketball_reference
Bennedict Mathurin,2022-23,-3.7,-1.2,-2.5,2222,78,20,bpm_basketball_reference
Bismack Biyombo,2022-23,-0.9,-3.4,2.5,874,61,30,bpm_basketball_reference
Blake Griffin,2022-23,0.1,-1.4,1.5,569,41,33,bpm_basketball_reference
Blake Wesley,2022-23,-9.6,-7.9,-1.8,669,37,19,bpm_basketball_reference
Boban Marjanović,2022-23,1.6,3,-1.5,171,31,34,bpm_basketball_reference
Bobby Portis,2022-23,0.7,1.2,-0.6,1818,70,27,bpm_basketball_reference
Bogdan Bogdanović,2022-23,0.5,1.1,-0.7,1508,54,30,bpm_basketball_reference
Bojan Bogdanović,2022-23,0.8,2.6,-1.8,1893,59,33,bpm_basketball_reference
Bol Bol,2022-23,-0.9,-1.8,0.9,1505,70,23,bpm_basketball_reference
Bones Hyland,2022-23,-0.8,0.4,-1.2,1085,56,22,bpm_basketball_reference
Bradley Beal,2022-23,1.8,2.9,-1.2,1673,50,29,bpm_basketball_reference
Brandon Boston Jr.,2022-23,-2.2,-1.5,-0.7,248,22,21,bpm_basketball_reference
Brandon Clarke,2022-23,2.5,0.8,1.8,1090,56,26,bpm_basketball_reference
Brandon Ingram,2022-23,1.7,2.2,-0.4,1538,45,25,bpm_basketball_reference
Braxton Key,2022-23,2.9,2.1,0.8,9,3,25,bpm_basketball_reference
Brook Lopez,2022-23,2.1,0.8,1.3,2373,78,34,bpm_basketball_reference
Bruce Brown,2022-23,-0.5,-1.1,0.6,2280,80,26,bpm_basketball_reference
Bruno Fernando,2022-23,-2,-2.8,0.7,405,39,24,bpm_basketball_reference
Bryce McGowens,2022-23,-6,-4.6,-1.4,787,46,20,bpm_basketball_reference
Bryn Forbes,2022-23,-6.3,-4.8,-1.5,268,25,29,bpm_basketball_reference
Buddy Boeheim,2022-23,-9.5,-7.5,-2,90,10,23,bpm_basketball_reference
Buddy Hield,2022-23,1.9,2.5,-0.6,2482,80,30,bpm_basketball_reference
CJ McCollum,2022-23,0.8,1.5,-0.7,2649,75,31,bpm_basketball_reference
Cade Cunningham,2022-23,-0.7,-0.1,-0.6,400,12,21,bpm_basketball_reference
Caleb Houstan,2022-23,-4,-3.1,-0.9,812,51,20,bpm_basketball_reference
Caleb Martin,2022-23,-1.2,-1.8,0.5,2077,71,27,bpm_basketball_reference
Cam Reddish,2022-23,-3.4,-2.6,-0.8,990,40,23,bpm_basketball_reference
Cam Thomas,2022-23,-2.7,-0.7,-2,948,57,21,bpm_basketball_reference
Cameron Johnson,2022-23,2.6,2,0.6,1199,42,26,bpm_basketball_reference
Cameron Payne,2022-23,-1.2,-0.5,-0.7,968,48,28,bpm_basketball_reference
Caris LeVert,2022-23,-0.2,-1,0.8,2237,74,28,bpm_basketball_reference
Carlik Jones,2022-23,-2.5,-2.8,0.4,56,7,25,bpm_basketball_reference
Cedi Osman,2022-23,-0.7,-0.8,0.2,1548,77,27,bpm_basketball_reference
Chance Comanche,2022-23,-7.5,-2.6,-4.9,21,1,26,bpm_basketball_reference
Charles Bassey,2022-23,0.7,-0.6,1.3,508,35,22,bpm_basketball_reference
Chima Moneke,2022-23,-20.7,-12.7,-8,8,2,27,bpm_basketball_reference
Chimezie Metu,2022-23,-0.1,-0.3,0.2,689,66,25,bpm_basketball_reference
Chris Boucher,2022-23,-0.1,0.7,-0.8,1523,76,30,bpm_basketball_reference
Chris Duarte,2022-23,-4.5,-2.9,-1.6,897,46,25,bpm_basketball_reference
Chris Paul,2022-23,3.2,2,1.2,1889,59,37,bpm_basketball_reference
Chris Silva,2022-23,-22.6,-22.5,-0.1,3,1,26,bpm_basketball_reference
Christian Braun,2022-23,-2.4,-2.5,0.1,1181,76,21,bpm_basketball_reference
Christian Koloko,2022-23,-3.5,-4.3,0.8,802,58,22,bpm_basketball_reference
Christian Wood,2022-23,1.7,1.9,-0.3,1738,67,27,bpm_basketball_reference
Chuma Okeke,2022-23,-1.6,-2.4,0.8,518,27,24,bpm_basketball_reference
Clint Capela,2022-23,2.2,2.3,-0.1,1730,65,28,bpm_basketball_reference
Coby White,2022-23,-0.8,-1,0.2,1730,74,22,bpm_basketball_reference
Cody Martin,2022-23,-4.6,-3.8,-0.8,134,7,27,bpm_basketball_reference
Cody Zeller,2022-23,-2.8,-2,-0.7,217,15,30,bpm_basketball_reference
Cole Anthony,2022-23,1.3,0.7,0.5,1552,60,22,bpm_basketball_reference
Cole Swider,2022-23,-3.4,-2.9,-0.5,41,7,23,bpm_basketball_reference
Collin Sexton,2022-23,-1.3,0.1,-1.5,1145,48,24,bpm_basketball_reference
Corey Kispert,2022-23,-1.5,-0.1,-1.4,2093,74,23,bpm_basketball_reference
Cory Joseph,2022-23,-1.5,-0.7,-0.8,1227,62,31,bpm_basketball_reference
D'Angelo Russell,2022-23,1.5,2.1,-0.7,2304,71,26,bpm_basketball_reference
Daishen Nix,2022-23,-6.5,-5,-1.5,914,57,20,bpm_basketball_reference
Dalano Banton,2022-23,-0.5,-1.1,0.6,279,31,23,bpm_basketball_reference
Dalen Terry,2022-23,0,-1.7,1.7,214,38,20,bpm_basketball_reference
Damian Jones,2022-23,-1.7,-2,0.3,477,41,27,bpm_basketball_reference
Damian Lillard,2022-23,7.1,8.3,-1.2,2107,58,32,bpm_basketball_reference
Damion Lee,2022-23,-1.7,-1.3,-0.4,1506,74,30,bpm_basketball_reference
Daniel Gafford,2022-23,1,0.4,0.6,1604,78,24,bpm_basketball_reference
Daniel Theis,2022-23,-1.4,-0.9,-0.5,109,7,30,bpm_basketball_reference
Danny Green,2022-23,-1.9,-2.1,0.2,138,11,35,bpm_basketball_reference
Danuel House Jr.,2022-23,-3,-2.5,-0.5,807,56,29,bpm_basketball_reference
Dario Šarić,2022-23,-1.4,-1.5,0.1,806,57,28,bpm_basketball_reference
Darius Bazley,2022-23,-1,-2,1,616,43,22,bpm_basketball_reference
Darius Days,2022-23,3.5,4.7,-1.2,25,4,23,bpm_basketball_reference
Darius Garland,2022-23,2.4,3.2,-0.7,2447,69,23,bpm_basketball_reference
David Duke Jr.,2022-23,-7.3,-6.3,-1,228,23,23,bpm_basketball_reference
David Roddy,2022-23,-3.9,-3.2,-0.7,1258,70,21,bpm_basketball_reference
Davion Mitchell,2022-23,-2.8,-2.4,-0.4,1447,80,24,bpm_basketball_reference
Davon Reed,2022-23,-5.3,-5.4,0,342,43,27,bpm_basketball_reference
Day'Ron Sharpe,2022-23,-2.3,-1.8,-0.6,552,48,21,bpm_basketball_reference
De'Aaron Fox,2022-23,2.5,3.4,-0.9,2435,73,25,bpm_basketball_reference
De'Andre Hunter,2022-23,-3.3,-1.9,-1.4,2126,67,25,bpm_basketball_reference
De'Anthony Melton,2022-23,0.9,-0.7,1.6,2150,77,24,bpm_basketball_reference
DeAndre Jordan,2022-23,-1.8,-2.4,0.7,586,39,34,bpm_basketball_reference
DeMar DeRozan,2022-23,2,1.7,0.3,2682,74,33,bpm_basketball_reference
Dean Wade,2022-23,-0.7,-2.9,2.1,891,44,26,bpm_basketball_reference
Deandre Ayton,2022-23,0.9,0.9,0,2035,67,24,bpm_basketball_reference
Dejounte Murray,2022-23,1,1.1,0,2693,74,26,bpm_basketball_reference
Delon Wright,2022-23,3.4,0.4,3.1,1221,50,30,bpm_basketball_reference
Deni Avdija,2022-23,-2.3,-2.8,0.5,2020,76,22,bpm_basketball_reference
Dennis Schröder,2022-23,-2.9,-2.4,-0.5,1986,66,29,bpm_basketball_reference
Dennis Smith Jr.,2022-23,-2.2,-3.5,1.2,1390,54,25,bpm_basketball_reference
Deonte Burton,2022-23,-24.2,-13.9,-10.4,6,2,29,bpm_basketball_reference
Dereon Seabron,2022-23,-11.3,-6.6,-4.7,12,5,22,bpm_basketball_reference
Derrick Jones Jr.,2022-23,-0.4,-1.2,0.8,893,64,25,bpm_basketball_reference
Derrick Rose,2022-23,-3.7,-2.2,-1.5,338,27,34,bpm_basketball_reference
Derrick White,2022-23,2.4,1.1,1.3,2319,82,28,bpm_basketball_reference
Desmond Bane,2022-23,3.5,3.3,0.1,1841,58,24,bpm_basketball_reference
Devin Booker,2022-23,4.2,4.5,-0.3,1835,53,26,bpm_basketball_reference
Devin Vassell,2022-23,0.4,1.3,-0.9,1178,38,22,bpm_basketball_reference
Devon Dotson,2022-23,-5.3,-7,1.8,53,6,23,bpm_basketball_reference
Devonte' Graham,2022-23,-0.1,0.1,-0.2,1338,73,27,bpm_basketball_reference
Dewayne Dedmon,2022-23,-1.6,-2.6,1,426,38,33,bpm_basketball_reference
Dillon Brooks,2022-23,-3.9,-3.4,-0.5,2214,73,27,bpm_basketball_reference
Domantas Sabonis,2022-23,5.8,4.1,1.8,2736,79,26,bpm_basketball_reference
Dominick Barlow,2022-23,-4.6,-3.7,-0.9,408,28,19,bpm_basketball_reference
Donovan Mitchell,2022-23,6.3,5.6,0.6,2432,68,26,bpm_basketball_reference
Donovan Williams,2022-23,-15.2,-9.1,-6.1,4,2,21,bpm_basketball_reference
Donte DiVincenzo,2022-23,0.7,-0.6,1.3,1894,72,26,bpm_basketball_reference
Dorian Finney-Smith,2022-23,-2,-1.7,-0.3,2009,66,29,bpm_basketball_reference
Doug McDermott,2022-23,-3.2,-0.7,-2.5,1314,64,31,bpm_basketball_reference
Draymond Green,2022-23,0.8,-1.8,2.6,2297,73,32,bpm_basketball_reference
Drew Eubanks,2022-23,0.1,-0.9,0.9,1584,78,25,bpm_basketball_reference
Dru Smith,2022-23,-0.9,-3.8,2.9,158,15,25,bpm_basketball_reference
Duane Washington Jr.,2022-23,-4.6,-1.8,-2.8,394,31,22,bpm_basketball_reference
Duncan Robinson,2022-23,-5,-3.5,-1.5,691,42,28,bpm_basketball_reference
Dwight Powell,2022-23,-1.2,-1.2,0,1458,76,31,bpm_basketball_reference
Dylan Windler,2022-23,6.7,3.2,3.5,10,3,26,bpm_basketball_reference
Dyson Daniels,2022-23,-1.8,-3.4,1.6,1042,59,19,bpm_basketball_reference
Dāvis Bertāns,2022-23,-1.2,0,-1.3,492,45,30,bpm_basketball_reference
Edmond Sumner,2022-23,-2.6,-2.4,-0.2,736,53,27,bpm_basketball_reference
Eric Gordon,2022-23,-1.9,-0.5,-1.4,1965,69,34,bpm_basketball_reference
Eugene Omoruyi,2022-23,-4.4,-3.5,-0.9,645,40,25,bpm_basketball_reference
Evan Fournier,2022-23,-4,-4,0,459,27,30,bpm_basketball_reference
Evan Mobley,2022-23,1.7,0,1.6,2715,79,21,bpm_basketball_reference
Facundo Campazzo,2022-23,-1.2,-4.8,3.6,52,8,31,bpm_basketball_reference
Frank Jackson,2022-23,-22.2,-12.5,-9.8,5,1,24,bpm_basketball_reference
Frank Kaminsky,2022-23,2.8,1.2,1.7,235,36,29,bpm_basketball_reference
Frank Ntilikina,2022-23,-6.7,-6.1,-0.7,607,47,24,bpm_basketball_reference
Franz Wagner,2022-23,-0.1,0.4,-0.5,2609,80,21,bpm_basketball_reference
Fred VanVleet,2022-23,2.5,2,0.5,2535,69,28,bpm_basketball_reference
Furkan Korkmaz,2022-23,-4.4,-3.3,-1,353,37,25,bpm_basketball_reference
Gabe Vincent,2022-23,-3.4,-3.1,-0.3,1759,68,26,bpm_basketball_reference
Gabe York,2022-23,-3.5,-1.7,-1.8,56,3,29,bpm_basketball_reference
Garrett Temple,2022-23,-1,-2.5,1.6,162,25,36,bpm_basketball_reference
Garrison Mathews,2022-23,-2.4,-2,-0.4,686,54,26,bpm_basketball_reference
Gary Harris,2022-23,-0.7,-1.4,0.7,1184,48,28,bpm_basketball_reference
Gary Payton II,2022-23,0.3,-1.2,1.5,367,22,30,bpm_basketball_reference
Gary Trent Jr.,2022-23,0.2,0.2,0,2118,66,24,bpm_basketball_reference
George Hill,2022-23,-1.5,-2.4,0.9,834,46,36,bpm_basketball_reference
Georges Niang,2022-23,-1.4,-0.4,-1,1512,78,29,bpm_basketball_reference
Giannis Antetokounmpo,2022-23,8.5,5.8,2.7,2024,63,28,bpm_basketball_reference
Goga Bitadze,2022-23,0.3,-0.8,1.1,457,38,23,bpm_basketball_reference
Goran Dragić,2022-23,-3.9,-2.1,-1.8,870,58,36,bpm_basketball_reference
Gordon Hayward,2022-23,-1.4,-1.1,-0.3,1577,50,32,bpm_basketball_reference
Gorgui Dieng,2022-23,-3.9,-4,0.1,358,31,33,bpm_basketball_reference
Grant Williams,2022-23,-1.1,-1.8,0.7,2045,79,24,bpm_basketball_reference
Grayson Allen,2022-23,0.1,-0.6,0.7,1972,72,27,bpm_basketball_reference
Greg Brown III,2022-23,-8.5,-8.5,0,93,16,21,bpm_basketball_reference
Hamidou Diallo,2022-23,-1.4,-1.8,0.4,996,56,24,bpm_basketball_reference
Harrison Barnes,2022-23,-1,0.5,-1.5,2662,82,30,bpm_basketball_reference
Haywood Highsmith,2022-23,-3.1,-3.7,0.7,969,54,26,bpm_basketball_reference
Herbert Jones,2022-23,-0.3,-1.9,1.7,1951,66,24,bpm_basketball_reference
Immanuel Quickley,2022-23,1.7,1.3,0.4,2344,81,23,bpm_basketball_reference
Isaac Okoro,2022-23,-0.3,-1.9,1.6,1652,76,22,bpm_basketball_reference
Isaiah Hartenstein,2022-23,-0.3,-1.5,1.2,1626,82,24,bpm_basketball_reference
Isaiah Jackson,2022-23,-0.8,-1.7,0.9,1042,63,21,bpm_basketball_reference
Isaiah Joe,2022-23,0.9,1.3,-0.4,1395,73,23,bpm_basketball_reference
Isaiah Livers,2022-23,-2.4,-2.1,-0.3,1199,52,24,bpm_basketball_reference
Isaiah Mobley,2022-23,-1.4,-2.5,1.1,84,12,23,bpm_basketball_reference
Isaiah Roby,2022-23,-4.6,-4,-0.6,474,42,24,bpm_basketball_reference
Isaiah Stewart,2022-23,-2.1,-1,-1.1,1414,50,21,bpm_basketball_reference
Isaiah Todd,2022-23,-14.2,-10.3,-3.9,61,6,21,bpm_basketball_reference
Ish Smith,2022-23,-6.6,-5.5,-1.1,398,43,34,bpm_basketball_reference
Ish Wainright,2022-23,-1.2,-2.7,1.5,915,60,28,bpm_basketball_reference
Ivica Zubac,2022-23,-0.9,-1.1,0.2,2170,76,25,bpm_basketball_reference
JD Davison,2022-23,-4.2,-4.5,0.4,66,12,20,bpm_basketball_reference
JT Thor,2022-23,-4.7,-4.3,-0.4,969,69,20,bpm_basketball_reference
Ja Morant,2022-23,5.7,5.2,0.5,1948,61,23,bpm_basketball_reference
JaMychal Green,2022-23,-0.5,-0.7,0.2,797,57,32,bpm_basketball_reference
JaVale McGee,2022-23,-3.7,-3.6,-0.1,355,42,35,bpm_basketball_reference
Jabari Smith Jr.,2022-23,-3.7,-2.3,-1.3,2451,79,19,bpm_basketball_reference
Jabari Walker,2022-23,-6.1,-3.9,-2.1,619,56,20,bpm_basketball_reference
Jack White,2022-23,-1.9,-2.6,0.7,66,17,25,bpm_basketball_reference
Jacob Gilyard,2022-23,-6.1,-7.8,1.7,41,1,24,bpm_basketball_reference
Jaden Hardy,2022-23,-2.3,-0.4,-1.9,708,48,20,bpm_basketball_reference
Jaden Ivey,2022-23,-3.3,-1.4,-1.9,2304,74,20,bpm_basketball_reference
Jaden McDaniels,2022-23,-1.2,-1.7,0.5,2416,79,22,bpm_basketball_reference
Jaden Springer,2022-23,0.3,-2.6,2.9,89,16,20,bpm_basketball_reference
Jae Crowder,2022-23,1.2,0.1,1.1,340,18,32,bpm_basketball_reference
Jae'Sean Tate,2022-23,-3.5,-2.8,-0.7,677,31,27,bpm_basketball_reference
Jake LaRavia,2022-23,-3.5,-3.9,0.4,414,35,21,bpm_basketball_reference
Jakob Poeltl,2022-23,1.9,1.1,0.8,1906,72,27,bpm_basketball_reference
Jalen Brunson,2022-23,3.9,4.4,-0.5,2379,68,26,bpm_basketball_reference
Jalen Duren,2022-23,-0.8,-0.4,-0.4,1670,67,19,bpm_basketball_reference
Jalen Green,2022-23,-2.1,0.5,-2.6,2602,76,20,bpm_basketball_reference
Jalen Johnson,2022-23,0.3,-1.2,1.5,1042,70,21,bpm_basketball_reference
Jalen McDaniels,2022-23,-2.1,-2.7,0.6,1913,80,25,bpm_basketball_reference
Jalen Smith,2022-23,-2.1,-0.9,-1.1,1279,68,22,bpm_basketball_reference
Jalen Suggs,2022-23,-1,-1.8,0.8,1246,53,21,bpm_basketball_reference
Jalen Williams,2022-23,0.3,-0.4,0.7,2276,75,21,bpm_basketball_reference
Jamal Cain,2022-23,0.8,-0.5,1.3,240,18,23,bpm_basketball_reference
Jamal Murray,2022-23,1.3,2.6,-1.3,2133,65,25,bpm_basketball_reference
Jamaree Bouyea,2022-23,-4.2,-5.8,1.6,71,5,23,bpm_basketball_reference
James Bouknight,2022-23,-6.5,-5.4,-1.1,515,34,22,bpm_basketball_reference
James Harden,2022-23,5.4,5.1,0.3,2135,58,33,bpm_basketball_reference
James Johnson,2022-23,-4.4,-5.7,1.2,162,18,35,bpm_basketball_reference
James Wiseman,2022-23,-3.5,-2.1,-1.4,867,45,21,bpm_basketball_reference
Jared Butler,2022-23,-2.6,-2.2,-0.4,77,6,22,bpm_basketball_reference
Jared Rhoden,2022-23,-6.1,-5,-1.1,198,14,23,bpm_basketball_reference
Jaren Jackson Jr.,2022-23,2.8,0.7,2,1787,63,23,bpm_basketball_reference
Jarred Vanderbilt,2022-23,1.1,-0.6,1.6,1879,78,23,bpm_basketball_reference
Jarrell Brantley,2022-23,3.5,3.1,0.4,39,4,26,bpm_basketball_reference
Jarrett Allen,2022-23,2.4,1.3,1,2220,68,24,bpm_basketball_reference
Jarrett Culver,2022-23,-4.2,-4.8,0.6,137,10,23,bpm_basketball_reference
Jason Preston,2022-23,-2.6,-2.1,-0.5,124,14,23,bpm_basketball_reference
Javonte Green,2022-23,1.4,-1.1,2.5,480,32,29,bpm_basketball_reference
Jaxson Hayes,2022-23,-1.2,-2.2,1,610,47,22,bpm_basketball_reference
Jay Huff,2022-23,4,2.8,1.2,95,7,24,bpm_basketball_reference
Jay Scrubb,2022-23,-1.9,-2.9,1,30,2,22,bpm_basketball_reference
Jaylen Brown,2022-23,1.3,1.5,-0.2,2405,67,26,bpm_basketball_reference
Jaylen Nowell,2022-23,-2.5,-1.5,-1,1252,65,23,bpm_basketball_reference
Jaylin Williams,2022-23,-1.7,-2.3,0.6,914,49,20,bpm_basketball_reference
Jayson Tatum,2022-23,5.5,4.8,0.7,2732,74,24,bpm_basketball_reference
Jeff Dowtin Jr.,2022-23,-1.9,-2.8,0.9,259,25,25,bpm_basketball_reference
Jeff Green,2022-23,-3.4,-2.4,-1,1091,56,36,bpm_basketball_reference
Jerami Grant,2022-23,-0.2,1.2,-1.4,2246,63,28,bpm_basketball_reference
Jeremiah Robinson-Earl,2022-23,-1.5,-0.8,-0.7,814,43,22,bpm_basketball_reference
Jeremy Sochan,2022-23,-4,-2.8,-1.2,1458,56,19,bpm_basketball_reference
Jericho Sims,2022-23,-0.5,-1,0.5,812,52,24,bpm_basketball_reference
Jevon Carter,2022-23,-0.6,-1.9,1.2,1810,81,27,bpm_basketball_reference
Jimmy Butler,2022-23,8.7,6.7,2,2138,64,33,bpm_basketball_reference
Jock Landale,2022-23,-1.1,-0.7,-0.4,979,69,27,bpm_basketball_reference
Joe Harris,2022-23,-1.1,-0.6,-0.6,1527,74,31,bpm_basketball_reference
Joe Ingles,2022-23,-0.7,-1.6,0.8,1044,46,35,bpm_basketball_reference
Joe Wieskamp,2022-23,-10.6,-7,-3.6,50,9,23,bpm_basketball_reference
Joel Embiid,2022-23,9.2,6.8,2.3,2284,66,28,bpm_basketball_reference
John Butler,2022-23,-6.2,-5.4,-0.8,221,19,20,bpm_basketball_reference
John Collins,2022-23,-1.3,-1.4,0.2,2130,71,25,bpm_basketball_reference
